iter	Logloss
693	0.09845150225
694	0.09821857159
695	0.09811577391
696	0.09802841056
697	0.09792450384
698	0.09776843109
699	0.09763329926
700	0.09731057171
701	0.09720483908
702	0.09701443545
703	0.09675873377
704	0.09666078108
705	0.09655439757
706	0.09637486505
707	0.09619697003
708	0.09599564335
709	0.09591050614
710	0.09571167234
711	0.09551726141
712	0.09541960518
713	0.09531260073
714	0.09516685627
715	0.09496480017
716	0.09480310538
717	0.0947060643
718	0.0945861522
719	0.09445734071
720	0.0943069943
721	0.09416772233
722	0.09404926028
723	0.0939608852
724	0.09377669516
725	0.09358609055
726	0.09347703809
727	0.09331199814
728	0.09322162698
729	0.09305907412
730	0.09295232601
731	0.09285305546
732	0.09271705086
733	0.09255423361
734	0.09245508528
735	0.09234842248
736	0.09222698319
737	0.09204676321
738	0.09187380662
739	0.09177721888
740	0.09168369098
741	0.0915098436
742	0.09144067668
743	0.09129113136
744	0.09118519786
745	0.09104797992
746	0.09082014544
747	0.09071742576
748	0.09053926013
749	0.09044445741
750	0.09030259825
751	0.09018665279
752	0.0899969349
753	0.08981288209
754	0.08964781403
755	0.08955968134
756	0.08939700434
757	0.0892393265
758	0.08909170677
759	0.08896600342
760	0.08888257408
761	0.08874626282
762	0.08861611503
763	0.0884659418
764	0.08835222665
765	0.08820763888
766	0.08798898779
767	0.08789054013
768	0.08777713861
769	0.08767762869
770	0.08754382436
771	0.08733316663
772	0.08715306425
773	0.08699645887
774	0.08691112819
775	0.08680079189
776	0.08667061921
777	0.08659311676
778	0.08647520847
779	0.08638139977
780	0.08624792872
781	0.08612205647
782	0.08597295452
783	0.08584338518
784	0.08573226796
785	0.08568633955
786	0.08553630291
787	0.08542068342
788	0.08528484674
789	0.08520161376
790	0.08511982674
791	0.08498752793
792	0.084843176
793	0.08466215825
794	0.08454986245
795	0.0844451497
796	0.08431734693
797	0.08420753919
798	0.08408598842
799	0.08401575676
800	0.08381624945
801	0.08374688552
802	0.08352675007
803	0.08337449545
804	0.0832792674
805	0.08316380639
806	0.08306997837
807	0.08296323702
808	0.08282282157
809	0.08271045914
810	0.08257918976
811	0.08241792266
812	0.08232610125
813	0.08222305227
814	0.08207751812
815	0.08192631782
816	0.08181120296
817	0.08172658593
818	0.08156145628
819	0.08151228389
820	0.08143136053
821	0.08130379929
822	0.08117966251
823	0.08104227074
824	0.08097585239
825	0.08084082303
826	0.08074750276
827	0.08063238317
828	0.08044778314
829	0.08028259179
830	0.08022028245
831	0.08015420746
832	0.08001678029
833	0.07991102909
834	0.07972035796
835	0.0796002273
836	0.0795019865
837	0.07940997861
838	0.07935012063
839	0.07927539572
840	0.07918333256
841	0.0790541171
842	0.07891246502
843	0.07881220432
844	0.07870784566
845	0.07858106695
846	0.07847038633
847	0.07836142893
848	0.07820373275
849	0.07811364947
850	0.07785965557
851	0.07775003668
852	0.07760103043
853	0.07750566665
854	0.07740154908
855	0.07732666193
856	0.07723911532
857	0.07713390942
858	0.0770607809
859	0.07697430792
860	0.07685755761
861	0.0767388597
862	0.07650742179
863	0.07640359962
864	0.07632127267
865	0.07622756108
866	0.07612163907
867	0.07595274
868	0.07583836646
869	0.07570869745
870	0.07562222704
871	0.07551096582
872	0.07539964752
873	0.07528930886
874	0.07517529628
875	0.07504318149
876	0.07482817836
877	0.07468621973
878	0.07459061195
879	0.0744302041
880	0.07433450147
881	0.07419065223
882	0.07402868061
883	0.07392938774
884	0.0738518708
885	0.07369950631
886	0.07357286956
887	0.07346881369
888	0.07339287448
889	0.07332176995
890	0.07327080867
891	0.07317407811
892	0.07306861105
893	0.07295454825
894	0.07286902766
895	0.07279778428
896	0.07262770406
897	0.07255251466
898	0.07249478925
899	0.07230775792
900	0.0722368167
901	0.07219306978
902	0.07211039047
903	0.07195188997
904	0.07188267734
905	0.07181581219
906	0.07175537147
907	0.07163145411
908	0.07154835719
909	0.07146275762
910	0.07131094636
911	0.07121814724
912	0.07113459537
913	0.07107757084
914	0.07096197195
915	0.07085287281
916	0.07072707665
917	0.07062750395
918	0.07055722111
919	0.07043318637
920	0.07028420952
921	0.07018775064
922	0.07014050986
923	0.07005510987
924	0.06999742652
925	0.06994165181
926	0.0698526249
927	0.06973786487
928	0.06961133113
929	0.06951213956
930	0.06943529023
931	0.06936378312
932	0.06930761033
933	0.06921985255
934	0.06911052765
935	0.06900950641
936	0.06894983224
937	0.06887812533
938	0.06881210076
939	0.06872664004
940	0.06856615258
941	0.0684790328
942	0.06842191492
943	0.06831677125
944	0.06820016611
945	0.06811763272
946	0.06798896631
947	0.06790510456
948	0.06786247248
949	0.06777795299
950	0.06769121219
951	0.0676421441
952	0.06758897762
953	0.06749813456
954	0.06734291484
955	0.06726662668
956	0.0671592057
957	0.06705852976
958	0.06699085922
959	0.06689513728
960	0.06676662065
961	0.06670717781
962	0.06664553727
963	0.06660143992
964	0.0664536586
965	0.0663946838
966	0.0662960401
967	0.06624023105
968	0.06618749934
969	0.06610899482
970	0.06604882063
971	0.0659889162
972	0.06593310586
973	0.06586440869
974	0.0657615241
975	0.06561498509
976	0.06554546794
977	0.06543509065
978	0.06536393827
979	0.06518196824
980	0.06508431598
981	0.0650204228
982	0.06495307588
983	0.06482208644
984	0.06467961299
985	0.06455075902
986	0.06443876924
987	0.06433753813
988	0.06427913073
989	0.06421370897
990	0.06409869937
991	0.06404161775
992	0.06396678157
993	0.06389558927
994	0.06377871395
995	0.06369754305
996	0.06362073578
997	0.06358128384
998	0.06344084907
999	0.06329249284
